X[mm],Y[mm],Z[mm],Strain-global frame: Exx,Strain-global frame: Eyy
-5.12535574747454,-14.1075895260964,0.0122250489396265,-8.6e-05,-0.000163
-4.80292987937947,-13.4481642687783,0.0058080425772573,-9e-05,-6.3e-05
-4.4808436297266,-12.7901811602053,-0.0001731397138655,-4.8e-05,-4.2e-05
-4.1572024828451,-12.1346618209543,0.0145220849526595,-4.3e-05,-3.7e-05
-3.83625992987786,-11.4756442069656,-0.0034121135278724,-4e-05,-2.4e-05
-2.86975493815132,-9.50638059811536,0.0041599615100267,-2.9e-05,4e-06
4.17440629214927,6.8657775160229,-0.0174098931391882,-3.1e-05,-1.7e-05
5.13643916651275,8.82301424089457,-0.0014242519263234,-4e-05,-7e-06
-3.19200001220496,-10.1617739337669,-0.0018604648784048,-3.9e-05,3e-06
-1.27811891437488,-4.25763580609674,-0.0149178662136364,-3.2e-05,-2.6e-05
1.60968890860117,1.63745921877021,-0.0387911221523041,-2.7e-05,-2.4e-05
-0.63652926075186,-2.94534629519673,-0.0282583854931318,-3.5e-05,-3.8e-05
-0.956744031578609,-3.60180436063017,-0.0163274828036606,-4.2e-05,-2e-05
-0.31537320244804,-2.29087534082438,-0.029104361018824,-4.3e-05,-4e-05
-1.59907871550988,-4.91332041310696,-0.0099967001555683,-2.2e-05,-2.6e-05
-5.12672937855672,-13.7782291300165,0.0114937118959233,-0.000105,-9.6e-05
0.648117073656039,-0.327594013427415,-0.0217059559444124,-3.2e-05,-2.8e-05
0.326317024677611,-0.980550426662667,-0.0327319861760884,-3.4e-05,-1.8e-05
-4.48470413254392,-12.1330669468919,0.0005233944585256,-4.6e-05,-4.1e-05
4.81513651596529,8.17144341519666,-0.0132994860479698,-4.4e-05,-4e-06
2.25149595688562,2.94522369867213,-0.0255848384277328,-2.9e-05,-3.5e-05
3.21335744693341,4.90530087458823,-0.0229628063140126,-3.6e-05,-3.5e-05
-1.91814021915608,-5.89546259928085,-0.019990240011623,-2.5e-05,-8e-06
3.85342120881959,6.21235473041989,-0.0280842019003558,-3.1e-05,-2.6e-05
-5.12864790880221,-13.4494096883194,0.0131820150597832,-0.000114,-9.1e-05
-2.87203943889699,-9.17805492922027,0.0034569761091916,-3.1e-05,-1.3e-05
-3.83830109073585,-11.1469247341383,-0.0081158126058653,-4.3e-05,-1.7e-05
-2.87486194488125,-8.84940800064209,-0.0008790281841584,-2.8e-05,-3e-06
2.5707991203681,3.5989311582869,-0.0367533053210423,-3.5e-05,-3e-05
0.96831902150748,0.327992666098893,-0.0274926920543521,-1.7e-05,-1.4e-05
-4.48334901641186,-12.4613823055973,-0.0006527084532876,-4.9e-05,-3.7e-05
0.0063183369999748,-1.63642593606292,-0.0254089622036986,-3.3e-05,-3.1e-05
-3.51308875348847,-10.8215880883939,0.0193146633086485,-4.3e-05,-3e-06
-4.80916014939613,-12.7888055844298,-0.0177722885482012,-7.4e-05,-5.9e-05
-1.28128422303214,-3.92945137451489,-0.0235942670167901,-3.2e-05,-2.3e-05
-3.8411238673124,-10.8183426112856,-0.0061727942048719,-4.5e-05,-3e-06
-3.1940805301382,-9.83382537881998,-0.0024479563741124,-3.6e-05,1.2e-05
2.89228492565519,4.25209392144579,-0.0315303984043567,-3.5e-05,-3.5e-05
-1.60195560858415,-4.58453351409374,-0.017195137189276,-2.3e-05,-2.7e-05
-0.959383373741105,-3.27390792390786,-0.0215351492830678,-4.1e-05,-2.8e-05
-3.19681518771414,-9.50509204226863,-0.0037940963196661,-3.2e-05,7e-06
1.92952020377031,2.29076071571221,-0.0372346425167507,-2.7e-05,-2.9e-05
1.28906151620019,0.981797324032911,-0.0323396963908067,-1.5e-05,-2.2e-05
0.644429070850141,-3.93483919012283e-05,-0.0303526625962718,-3.3e-05,-1.9e-05
-4.80700726333652,-13.1157923127298,-0.0193374784163325,-8.6e-05,-8.2e-05
-2.23151719099554,-7.53573732050111,-0.0044928659586389,-2e-05,1e-05
0.641690252179888,0.327108995826997,-0.0259979175814351,-2.9e-05,-1.4e-05
-3.84596145177281,-10.1621163725146,0.0030370568524631,-3.9e-05,3e-06
-2.55445356411883,-8.19226205365439,-0.0156498220608796,-3.1e-05,5e-06
4.49536958548802,7.51771178393415,-0.010355457683545,-4.2e-05,-1.6e-05
-2.88045303418413,-8.19366537051663,-0.0011726800137807,-2.9e-05,3e-06
-2.87722165514202,-8.52207754428826,0.003944625859674,-3e-05,2e-06
5.13263235993793,9.14943006738311,-0.005759871399789,-4.2e-05,-7e-06
-4.16251605842836,-11.4770005258942,0.00852643067401,-4.9e-05,-2.7e-05
-0.31813038134457,-1.96425855618169,-0.0279103608689866,-4e-05,-4.4e-05
-4.80938121704507,-12.4622894239924,0.0118966605032256,-6.7e-05,-5.3e-05
-1.92061113245641,-5.56792706793657,-0.0137731820533418,-2e-05,-1.6e-05
3.53274236270157,5.55891381329078,-0.0263317748870122,-3e-05,-3.9e-05
2.56823916818796,3.92577667782178,-0.0367678233515107,-3.6e-05,-3.2e-05
-1.92308264821894,-5.2408143482334,-0.008950009847922,-2e-05,-1.9e-05
-3.51806352946843,-10.1629150356258,0.0048768457974119,-3.5e-05,3e-06
-5.13085262688209,-13.1209532740473,0.0246252843340926,-0.000105,-0.000113
0.324157638148368,-0.654484941986347,-0.0301286909157739,-3.3e-05,-2.6e-05
-2.23417322020683,-7.20849080688776,-0.0097651747734062,-2.4e-05,1.5e-05
-5.13314077541424,-12.793645013768,0.0238174233636528,-8.6e-05,-9.2e-05
-4.48723110979757,-11.804841609599,0.0015421205891925,-5e-05,-4e-05
-4.81082597859008,-12.1345284170635,0.0174620495826616,-5.9e-05,-5.4e-05
-2.55113569192241,-8.51973148276596,-0.0110997958100256,-3.2e-05,3e-06
0.965754929800038,0.653491656008953,-0.0240733727796965,-1.8e-05,-1.2e-05
1.60710594674974,1.96258776558263,-0.0280015334225254,-2.6e-05,-2e-05
-3.19906210287703,-9.1769742163792,-0.001753288757186,-3.6e-05,-1.1e-05
2.88938078569264,4.57803535032277,-0.0269980525666824,-3.4e-05,-3.7e-05
-4.48969738103142,-11.4760492878991,0.0030160032348476,-4.7e-05,-3.4e-05
3.21017602911353,5.23139222200241,-0.021694745030004,-3.7e-05,-3.2e-05
5.13004588699446,9.4750169464736,0.0015060481713362,-4.7e-05,5e-06
4.81239496319511,8.4972187457521,-0.0102061994170413,-4.2e-05,-7e-06
2.24876469267577,3.26983995775603,-0.0197875292308254,-2.8e-05,-3.6e-05
-3.51608952604166,-10.4918104864084,0.0108851659603033,-3.6e-05,-5e-06
4.49266847295835,7.84398314026114,-0.0076854148604752,-3.7e-05,-1e-05
0.0030697484880519,-1.30925166847007,-0.027330385842447,-2.9e-05,-3e-05
-1.28378915527652,-3.60159072475349,-0.0235008224885291,-3.3e-05,-2.2e-05
1.28609373445287,1.3103054029435,-0.0357813943707015,-1.8e-05,-2.4e-05
-1.6106718463243,-3.60178017835729,-0.023975487028963,-2.6e-05,-1.7e-05
-4.81599929115047,-11.4783385159413,0.0118848080527982,-5.7e-05,-4.6e-05
-3.2014851672783,-8.84918036221568,-0.0010069114243833,-3.5e-05,0.0
0.636089476990968,0.981209256793875,-0.0345147636227807,-2.5e-05,-1.9e-05
3.53040388691544,5.885098842715,-0.0235312369766802,-2.8e-05,-3.8e-05
4.17188540963769,7.19120394185556,-0.0121698007793043,-3e-05,-1.7e-05
-1.28885147941782,-2.94765147017316,-0.0234721193224914,-3.2e-05,-3.6e-05
-2.88321325234594,-7.86493233989896,-0.00582016979331,-2.4e-05,4e-06
-0.326079888176029,-0.982391135255106,-0.0298401178912968,-3.6e-05,-2e-05
-1.60470040477356,-4.25712641883531,-0.017442978460565,-2.4e-05,-1.9e-05
-2.8857020162603,-7.53629392506684,-0.0047821724241998,-2.1e-05,7e-06
0.321300251996647,-0.327582200565779,-0.0269242976606847,-3.2e-05,-2.6e-05
-3.84379653087626,-10.4905104344583,0.0024667751080187,-3.8e-05,-4e-06
-4.16035205605783,-11.8055319639271,0.0098836462406666,-4.9e-05,-3.5e-05
-1.92584794840223,-4.91322971369792,-0.0134396554809655,-2.1e-05,-2.6e-05
-3.84814647994974,-9.83389453509958,0.0013086920212117,-3.7e-05,1.3e-05
9.87120231243921e-05,-0.981494756776364,-0.0302851125628081,-2.8e-05,-1.6e-05
0.315504537645694,0.327074642868801,-0.0250548843412162,-2.6e-05,-1.5e-05
-5.13854550957395,-12.133714360957,0.0137648331338482,-6.3e-05,-8e-05
-5.13627323643889,-12.4622094827219,0.0130089283760526,-7.4e-05,-8.4e-05
-3.52057049198625,-9.8347896400993,0.0025245128825872,-3.3e-05,1.2e-05
-0.638362872411435,-2.61894228249537,-0.0194966760464013,-3.9e-05,-3.5e-05
5.12735597755946,9.80036533477442,0.0026213411277922,-4.2e-05,7e-06
-0.962261584627139,-2.94726039928626,-0.0200377255304147,-3.9e-05,-3.5e-05
-4.81767105835602,-11.1491506783898,0.0101286019707345,-6e-05,-3.2e-05
-2.55652378300772,-7.86455033740269,-0.0046212075574203,-2.7e-05,8e-06
3.85043822204492,6.53870543513053,-0.0278999276487752,-3.4e-05,-2.1e-05
0.638978263551046,0.653228373959415,-0.0271247685502658,-2.8e-05,-1.3e-05
-3.52339861790558,-9.5062457544518,-0.0014450878002776,-2.9e-05,8e-06
-0.641502702162494,-2.29100175611149,-0.0295797313539197,-4.1e-05,-3.7e-05
4.48961692140611,8.16948265926668,-0.0039639721666731,-3.7e-05,-6e-06
1.28327684644507,1.63622395122103,-0.0362157323344832,-1.8e-05,-2.9e-05
-4.16498397270115,-11.1485318321542,0.0071123542981581,-5.3e-05,-1.9e-05
-2.23704219906134,-6.87898214503002,-0.0179823315989438,-3e-05,5e-06
-4.49492120028927,-10.8174450236615,-0.0083794274773936,-4.8e-05,-7e-06
-5.14749697471999,-10.8183571928565,0.0038402761796874,-5.7e-05,-1.6e-05
-3.20675803049306,-8.19338032218595,-0.0035742093223234,-3.4e-05,-1e-06
-2.24261744097531,-6.22457730462634,-0.0099222290573379,-2.7e-05,-3e-06
-4.4919754113168,-11.1478314714218,0.0015129128341868,-4.9e-05,-2.4e-05
4.80967568390048,8.82260555152549,-0.0045678643558062,-4e-05,-8e-06
2.56549822806288,4.25176385749513,-0.0316135975402858,-3.7e-05,-3.6e-05
-0.967461155624914,-2.2930810533049,-0.0154917811001951,-4.3e-05,-2.7e-05
-0.0057118267981941,-0.328236284433828,-0.0259651767775608,-2.6e-05,-2.4e-05
-1.60773287602116,-3.92961425331874,-0.0213121693983567,-2.5e-05,-1.8e-05
5.12427801566103,10.1266138078998,0.0024793314995577,-3.3e-05,8e-06
-1.92901131433102,-4.58516570430607,-0.018327684231167,-1.9e-05,-2.7e-05
-4.81384245426333,-11.8067764102816,0.0158078921519973,-6.2e-05,-5e-05
-2.89533221749921,-6.22493095276682,-0.0109378498738693,-3.1e-05,-1.2e-05
2.88628832793682,4.90440324077285,-0.0311427519677636,-3.5e-05,-3.5e-05
-2.88752143135863,-7.20844404916037,-0.0029785857591377,-2.8e-05,7e-06
-3.85045510262585,-9.50652917082753,0.0044203210192108,-3.4e-05,1e-05
-3.20437992672116,-8.52070693310384,-0.0073775801212718,-3.7e-05,1e-06
-1.29079400797206,-2.62100367001558,-0.0129397090606744,-3.5e-05,-2.8e-05
3.20684298705737,5.55787004309236,-0.0234506861398813,-3.4e-05,-3.7e-05
