File;TimeStamp;General Channel [V]; General Channel [V];K-Type TC [V]; K-Type TC [degC];K-Type TC 2 [V]; K-Type TC 2 [degC];K-Type TC 3 [V]; K-Type TC 3 [degC];K-Type TC 4 [V]; K-Type TC 4 [degC];K-Type TC 5 [V]; K-Type TC 5 [degC];K-Type TC 6 [V]; K-Type TC 6 [degC];K-Type TC 7 [V]; K-Type TC 7 [degC]
C:\MatchID_Grabber\AdelTayeb\KC4- STC- 0002\Exp03-DIC-IR01\Test01-130V\Image_0010_0.tiff;694.443396;0.00494241743936643;0.00494241743936643;0.00586201092195576;142.331534793764;0.00461746586486494;112.113575384601;0.00571895976596831;138.858206126044;0.00105549208077741;25.6276915583758;0.00586201092195576;142.331534793764;0.0053827895493978;130.695883756902;0.000697864190808784;16.9443698890761
C:\MatchID_Grabber\AdelTayeb\KC4- STC- 0002\Exp03-DIC-IR01\Test01-130V\Image_0011_0.tiff;695.043900;0.00502109557515952;0.00502109557515952;0.00579763790176141;140.76853689329;0.00460316074926619;111.766242517829;0.00571895976596831;138.858206126044;0.00101257673398118;24.5856929580598;0.00586916347975513;142.50520122715;0.00541139978059529;131.390549490446;0.000812305115598745;19.723032823252
C:\MatchID_Grabber\AdelTayeb\KC4- STC- 0002\Exp03-DIC-IR01\Test01-130V\Image_0012_0.tiff;695.644850;0.00497102767056392;0.00497102767056392;0.00581194301736015;141.115869760062;0.00458170307586807;111.245243217671;0.00565458674577396;137.29520822557;0.00110555998537302;26.8433565920777;0.00575472255496517;139.726538292974;0.00531841652920345;129.132885856428;0.000726474422006275;17.6390356226201
C:\MatchID_Grabber\AdelTayeb\KC4- STC- 0002\Exp03-DIC-IR01\Test01-130V\Image_0013_0.tiff;696.245343;0.0050282481329589;0.0050282481329589;0.00574041743936643;139.379205426202;0.00459600819146682;111.592576084443;0.00573326488156705;139.205538992816;0.000948203713786823;23.0226950575859;0.00585485836415639;142.157868360378;0.00540424722279592;131.21688305706;0.000676406517410667;16.4233705889181
C:\MatchID_Grabber\AdelTayeb\KC4- STC- 0002\Exp03-DIC-IR01\Test01-130V\Image_0014_0.tiff;696.845657;0.00517129928894635;0.00517129928894635;0.00572611232376768;139.03187255943;0.00458170307586807;111.245243217671;0.00576187511276454;139.90020472636;0.00111271254317239;27.0170230254637;0.00594784161554823;144.415531994396;0.00536133187599968;130.174884456744;0.000762237211003137;18.50736778955
C:\MatchID_Grabber\AdelTayeb\KC4- STC- 0002\Exp03-DIC-IR01\Test01-130V\Image_0015_0.tiff;697.447024;0.0050783160375545;0.0050783160375545;0.00583340069075827;141.63686906022;0.00441719424648251;107.250915249793;0.00572611232376768;139.03187255943;0.00103403440737929;25.1066922582178;0.00586916347975513;142.50520122715;0.00534702676040094;129.827551589972;0.000683559075210039;16.5970370223041
C:\MatchID_Grabber\AdelTayeb\KC4- STC- 0002\Exp03-DIC-IR01\Test01-130V\Image_0016_0.tiff;698.049452;0.00508546859535388;0.00508546859535388;0.00576187511276454;139.90020472636;0.0046532286538618;112.981907551531;0.00568319697697145;137.989873959114;0.00109840742757365;26.6696901586917;0.00574041743936643;139.379205426202;0.00539709466499654;131.043216623674;0.000819457673398118;19.896699256638
C:\MatchID_Grabber\AdelTayeb\KC4- STC- 0002\Exp03-DIC-IR01\Test01-130V\Image_0017_0.tiff;698.650826;0.00489950209257019;0.00489950209257019;0.00581194301736015;141.115869760062;0.00460316074926619;111.766242517829;0.00571895976596831;138.858206126044;0.00101972929178055;24.7593593914458;0.0058262481329589;141.463202626834;0.00531126397140407;128.959219423042;0.000747932095404392;18.160034922778
C:\MatchID_Grabber\AdelTayeb\KC4- STC- 0002\Exp03-DIC-IR01\Test01-130V\Image_0018_0.tiff;699.252004;0.00492811232376768;0.00492811232376768;0.00571895976596831;138.858206126044;0.00443149936208125;107.598248116565;0.00579763790176141;140.76853689329;0.00106264463857678;25.8013579917618;0.00584770580635701;141.984201926992;0.00533272164480219;129.4802187232;0.000805152557799373;19.549366389866
C:\MatchID_Grabber\AdelTayeb\KC4- STC- 0002\Exp03-DIC-IR01\Test01-130V\Image_0019_0.tiff;699.852478;0.00507116347975513;0.00507116347975513;0.00571180720816894;138.684539692658;0.00451733005567372;109.682245317197;0.00572611232376768;139.03187255943;0.00106979719637616;25.9750244251478;0.00585485836415639;142.157868360378;0.00536133187599968;130.174884456744;0.000662101401811922;16.0760377221461
C:\MatchID_Grabber\AdelTayeb\KC4- STC- 0002\Exp03-DIC-IR01\Test01-130V\Image_0020_0.tiff;700.454076;0.00492811232376768;0.00492811232376768;0.00584055324855764;141.810535493606;0.00461031330706556;111.939908951215;0.00574041743936643;139.379205426202;0.000955356271586196;23.1963614909719;0.00586201092195576;142.331534793764;0.00542570489619403;131.737882357218;0.000683559075210039;16.5970370223041
C:\MatchID_Grabber\AdelTayeb\KC4- STC- 0002\Exp03-DIC-IR01\Test01-130V\Image_0021_0.tiff;701.055424;0.00502109557515952;0.00502109557515952;0.00584770580635701;141.984201926992;0.00466753376946055;113.329240418303;0.00561882395677709;136.42687605864;0.000983966502783686;23.8910272245158;0.00580479045956078;140.942203326676;0.00541855233839466;131.564215923832;0.000690711633009412;16.7707034556901
C:\MatchID_Grabber\AdelTayeb\KC4- STC- 0002\Exp03-DIC-IR01\Test01-130V\Image_0022_0.tiff;701.657471;0.0050783160375545;0.0050783160375545;0.00570465465036956;138.510873259272;0.00452448261347309;109.855911750583;0.00571180720816894;138.684539692658;0.000983966502783686;23.8910272245158;0.0058763160375545;142.678867660536;0.00542570489619403;131.737882357218;0.000726474422006275;17.6390356226201
C:\MatchID_Grabber\AdelTayeb\KC4- STC- 0002\Exp03-DIC-IR01\Test01-130V\Image_0023_0.tiff;702.258169;0.0050783160375545;0.0050783160375545;0.00578333278616266;140.421204026518;0.00454594028687121;110.376911050741;0.00575472255496517;139.726538292974;0.000998271618382431;24.2383600912878;0.00581909557515952;141.289536193448;0.00531126397140407;128.959219423042;0.000719321864206902;17.4653691892341
C:\MatchID_Grabber\AdelTayeb\KC4- STC- 0002\Exp03-DIC-IR01\Test01-130V\Image_0024_0.tiff;702.859125;0.00495672255496517;0.00495672255496517;0.00584770580635701;141.984201926992;0.00456739796026933;110.897910350899;0.0056688918613727;137.642541092342;0.000991119060583059;24.0646936579018;0.0058763160375545;142.678867660536;0.00539709466499654;131.043216623674;0.000776542326601882;18.854700656322
C:\MatchID_Grabber\AdelTayeb\KC4- STC- 0002\Exp03-DIC-IR01\Test01-130V\Image_0025_0.tiff;703.460074;0.00494241743936643;0.00494241743936643;0.00569750209257019;138.337206825886;0.0044958723822756;109.161246017039;0.00574041743936643;139.379205426202;0.00104118696517867;25.2803586916038;0.00584770580635701;141.984201926992;0.00528980629800596;128.438220122884;0.000747932095404392;18.160034922778
C:\MatchID_Grabber\AdelTayeb\KC4- STC- 0002\Exp03-DIC-IR01\Test01-130V\Image_0026_0.tiff;704.060572;0.00497102767056392;0.00497102767056392;0.00574041743936643;139.379205426202;0.00448871982447623;108.987579583653;0.00566173930357333;137.468874658956;0.00103403440737929;25.1066922582178;0.00578333278616266;140.421204026518;0.00528980629800596;128.438220122884;0.000697864190808784;16.9443698890761
